study_name,agent_,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Attinger2017,hexp01,2017.0,empirical,19,18,0.556,0.514,0.333,0.189,0.171,0.198,0.7,0.332,0.333,0.189,0.171,0.198,1.0,0.2,1.0,,-0.6,0.6,0.2,,1.0,,1.0,0.6,0.2,,,,,0.6,,,,,0.2,,0.2,0.2,0.0,,,0.0,,,0.2,0.0,0.6,,1.0,0.2,1.0,,,0.6,0.2,,1.0,,1.0,0.6,0.2,,,,,0.6,,,,,0.2,,0.2,0.2,0.0,,,0.0,,,0.2,0.0,0.6,
Bakhtiari2021,hexp01,2021.0,empirical,3,3,0.0,0.0,0.0,0.0,0.133,0.094,0.0,0.0,0.0,0.0,0.133,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.0,,,,0.2,,
Bastos2012,hexp01,2012.0,other,28,26,0.467,0.462,0.76,0.32,0.689,0.166,0.657,0.333,0.76,0.32,0.689,0.166,0.6,0.2,1.0,-0.2,-0.2,1.0,,0.6,,1.0,0.2,,1.0,0.2,,1.0,1.0,1.0,1.0,0.2,0.6,,1.0,0.6,1.0,1.0,0.6,,0.6,0.6,0.6,0.6,,0.6,0.6,,0.6,0.2,1.0,,,1.0,,0.6,,1.0,0.2,,1.0,0.2,,1.0,1.0,1.0,1.0,0.2,0.6,,1.0,0.6,1.0,1.0,0.6,,0.6,0.6,0.6,0.6,,0.6,0.6,
Bastos2020,hexp01,2020.0,empirical,23,21,0.4,0.441,0.8,0.346,0.7,0.332,0.56,0.408,0.8,0.346,0.7,0.332,,,0.2,0.2,-0.2,1.0,0.0,1.0,,,0.6,,1.0,,,1.0,0.2,1.0,,1.0,1.0,0.2,1.0,,0.6,0.6,1.0,,1.0,1.0,,,0.2,1.0,0.2,,,,0.2,,,1.0,0.0,1.0,,,0.6,,1.0,,,1.0,0.2,1.0,,1.0,1.0,0.2,1.0,,0.6,0.6,1.0,,1.0,1.0,,,0.2,1.0,0.2,
Bekinschtein2009,hexp01,2009.0,empirical,13,14,0.3,0.3,0.32,0.24,0.167,0.407,0.6,0.0,0.36,0.32,0.143,0.498,,,,,,0.6,,,,0.0,,,0.6,,,,0.0,,,,0.2,0.6,0.2,,,-0.6,0.2,,0.6,0.2,,,,0.0,,0.6,,,,,,0.6,,,,0.6,,,0.6,,,,-0.2,,,,0.6,0.6,0.2,,,-0.6,0.6,,0.6,0.6,,,,0.2,0.2,-0.6
Chao2018,hexp01,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friston2010,hexp01,2010.0,other,21,21,0.6,0.327,0.657,0.396,0.65,0.312,0.6,0.327,0.657,0.396,0.65,0.312,0.6,,0.6,,,1.0,0.2,,,1.0,0.2,,1.0,,,,1.0,1.0,,0.2,0.2,,1.0,0.2,1.0,1.0,0.6,,0.2,0.6,0.6,,,1.0,0.2,,0.6,,0.6,,,1.0,0.2,,,1.0,0.2,,1.0,,,,1.0,1.0,,0.2,0.2,,1.0,0.2,1.0,1.0,0.6,,0.2,0.6,0.6,,,1.0,0.2,
Furutachi2024,hexp01,2024.0,empirical,23,21,0.52,0.349,0.12,0.531,0.175,0.185,0.65,0.24,0.12,0.531,0.175,0.185,0.6,,0.6,0.2,-0.2,1.0,0.2,,1.0,0.6,0.6,0.6,0.2,,,,-0.6,0.2,,,,,-0.2,1.0,0.2,0.2,0.2,,,0.0,,0.2,0.0,0.0,0.6,,0.6,,0.6,,,1.0,0.2,,1.0,0.6,0.6,0.6,0.2,,,,-0.6,0.2,,,,,-0.2,1.0,0.2,0.2,0.2,,,0.0,,0.2,0.0,0.0,0.6,
Garret2020,hexp01,2020.0,empirical,19,19,0.311,0.328,-0.1,0.3,0.133,0.149,0.689,0.314,0.05,0.166,0.167,0.075,,,0.2,0.2,0.0,0.6,0.0,,0.6,0.2,0.0,1.0,0.0,,,,-0.6,0.2,,,,,0.0,,,0.2,0.2,,,0.2,,,,0.2,-0.2,0.2,0.2,0.2,0.6,,,1.0,1.0,,1.0,0.6,0.6,1.0,0.0,,,,-0.2,0.2,,,,,0.2,,,0.2,0.2,,,0.2,,,,0.2,0.2,0.0
Greedy2022,hexp01,2022.0,empirical,14,13,0.28,0.16,-0.733,0.189,0.333,0.189,0.3,0.173,-0.733,0.189,0.333,0.189,0.2,,0.2,,0.2,0.2,,,,,0.6,,-0.6,,,,-1.0,,,,,,-0.6,,0.2,0.6,0.6,,0.2,0.2,,,,0.2,,,0.2,,0.2,,,0.2,,,,,0.6,,-0.6,,,,-1.0,,,,,,-0.6,,0.2,0.6,0.6,,0.2,0.2,,,,0.2,,
Hertag2020,hexp01,2020.0,other,19,19,0.75,0.444,0.28,0.16,0.167,0.213,0.75,0.444,0.28,0.16,0.167,0.213,1.0,-0.2,1.0,,,1.0,,,1.0,0.2,1.0,1.0,0.2,,0.2,,0.2,0.6,,,,,0.2,,0.6,0.2,0.0,,,0.0,,,,0.0,0.2,,1.0,-0.2,1.0,,,1.0,,,1.0,0.2,1.0,1.0,0.2,,0.2,,0.2,0.6,,,,,0.2,,0.6,0.2,0.0,,,0.0,,,,0.0,0.2,
Jiang&Rao2024,hexp01,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keller2012,hexp01,2012.0,empirical,16,4,0.6,0.4,0.467,0.189,0.164,0.115,0.4,0.2,0.2,0.0,0.0,0.0,,,,,,0.2,,,,,,1.0,0.6,,,,,0.6,,,,,0.2,,0.2,0.2,0.2,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-0.2,,,,,,0.2,,,,,,0.6,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,
Keller2018,hexp01,2018.0,empirical,22,20,0.5,0.332,0.28,0.466,0.333,0.422,0.667,0.149,0.28,0.466,0.333,0.422,0.6,,0.6,0.2,-0.2,1.0,,,,0.6,0.6,0.6,0.6,,,,-0.6,0.6,,,0.2,,0.6,,1.0,0.6,0.2,,,0.2,0.6,0.6,,0.2,0.2,-0.6,0.6,,0.6,,,0.6,,,,0.6,0.6,1.0,0.6,,,,-0.6,0.6,,,0.2,,0.6,,1.0,0.6,0.2,,,0.2,0.6,0.6,,0.2,0.2,-0.6
Kiebel2008,hexp01,2008.0,other,22,22,0.52,0.299,0.4,0.283,0.467,0.267,0.52,0.299,0.4,0.283,0.467,0.267,0.2,,,,,0.6,0.2,,,0.6,,1.0,0.6,,-0.2,,0.6,0.6,0.6,,0.2,0.2,0.6,,0.6,1.0,0.6,,0.2,0.6,0.2,0.2,,0.6,0.2,,0.2,,,,,0.6,0.2,,,0.6,,1.0,0.6,,-0.2,,0.6,0.6,0.6,,0.2,0.2,0.6,,0.6,1.0,0.6,,0.2,0.6,0.2,0.2,,0.6,0.2,
LaoRodriguez2023,hexp01,2023.0,empirical,22,20,0.6,0.358,0.067,0.094,0.273,0.214,0.6,0.327,-0.067,0.249,0.273,0.214,,,,0.2,0.6,1.0,,,,0.2,,1.0,0.2,,,,0.0,0.0,0.0,,,,0.0,0.2,0.0,0.2,0.2,,0.2,0.2,0.0,0.6,0.6,0.2,0.2,0.6,,,,,,0.6,,,,0.2,,1.0,0.0,,,,-0.6,0.0,0.0,,,,0.0,0.2,0.0,0.2,0.2,,0.2,0.2,0.0,0.6,0.6,0.2,0.2,0.6
LeeMejias2025,hexp01,2025.0,other,23,23,0.711,0.366,0.771,0.291,0.257,0.256,0.667,0.353,0.771,0.291,0.257,0.256,1.0,0.0,1.0,,,1.0,0.6,0.2,1.0,,0.6,1.0,1.0,,,,0.6,1.0,1.0,0.2,0.6,,1.0,,0.6,0.2,0.2,,,0.2,,,,0.2,0.6,-0.2,1.0,0.0,1.0,,,1.0,0.6,0.2,1.0,,0.6,0.6,1.0,,,,0.6,1.0,1.0,0.2,0.6,,1.0,,0.6,0.2,0.2,,,0.2,,,,0.2,0.6,-0.2
