study_name,agent_,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Attinger2017,gemma4_31b_it_t035_r01,2017,empirical,8,8,0.6,0.082,0.5,0.158,0.3,0.0,0.6,0.082,0.5,0.158,0.3,0.0,,,,,,0.6,,,0.7,,0.5,,0.7,,,,,0.4,,,0.3,,0.6,,0.3,,,,,,,,,,,,,,,,,0.6,,,0.7,,0.5,,0.7,,,,,0.4,,,0.3,,0.6,,0.3,,,,,,,,,,,
Bakhtiari2021,gemma4_31b_it_t035_r01,2021,computational,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastos2012,gemma4_31b_it_t035_r01,2012,computational,20,19,0.6,0.126,0.743,0.073,0.7,0.071,0.65,0.087,0.743,0.073,0.7,0.071,,,0.6,,0.4,0.8,,0.6,,0.6,,,0.8,,,0.7,,0.8,0.8,,0.7,,0.8,0.6,0.8,0.7,0.6,,0.6,0.7,0.8,0.7,,0.7,,,,,0.6,,,0.8,,0.6,,0.6,,,0.8,,,0.7,,0.8,0.8,,0.7,,0.8,0.6,0.8,0.7,0.6,,0.6,0.7,0.8,0.7,,0.7,,
Bastos2020,gemma4_31b_it_t035_r01,2020,empirical,18,16,0.475,0.517,0.814,0.064,0.657,0.159,0.85,0.05,0.814,0.064,0.657,0.159,,,,0.6,-0.4,0.8,,0.9,,,,,0.8,,,0.9,0.7,0.8,,0.9,0.8,,0.8,,0.6,0.5,0.8,,0.7,0.9,,,0.4,0.7,,,,,,,,0.8,,0.9,,,,,0.8,,,0.9,0.7,0.8,,0.9,0.8,,0.8,,0.6,0.5,0.8,,0.7,0.9,,,0.4,0.7,,
Bekinschtein2009,gemma4_31b_it_t035_r01,2009,empirical,7,9,0.0,0.0,0.467,0.094,0.5,0.224,0.4,0.0,0.6,0.0,0.32,0.574,,,,,,,,,,,,,0.6,,,,,,,,0.4,,0.4,,,,0.2,,0.6,0.4,,,,,,0.8,,,,,,,,,,0.4,,,0.6,,,,,,,,0.6,,0.6,,,,0.6,,0.6,0.8,,,,0.4,,-0.8
Chao2018,gemma4_31b_it_t035_r01,2018,empirical,14,13,0.6,0.163,0.783,0.107,0.62,0.147,0.75,0.05,0.833,0.075,0.7,0.179,,,,0.6,,0.8,,0.4,,,,,0.9,,,0.8,,,,0.7,0.8,0.6,0.9,,,0.5,0.7,,,0.8,,0.4,,0.7,,,,,,,,0.7,,0.8,,,,,0.9,,,0.8,,,,0.8,0.9,0.7,0.9,,,0.6,0.8,,,0.9,,0.4,,0.8,,
Friston2010,gemma4_31b_it_t035_r01,2010,computational,14,14,0.567,0.125,0.517,0.107,0.48,0.075,0.567,0.125,0.517,0.107,0.48,0.075,,,0.4,,,0.6,,,,0.7,,,0.6,,,,0.5,0.4,,0.5,0.4,,0.7,,0.6,0.5,0.4,,,0.4,,,,0.5,,,,,0.4,,,0.6,,,,0.7,,,0.6,,,,0.5,0.4,,0.5,0.4,,0.7,,0.6,0.5,0.4,,,0.4,,,,0.5,,
Furutachi2024,gemma4_31b_it_t035_r01,2024,empirical,11,9,0.583,0.452,0.76,0.102,0.0,0.0,0.775,0.13,0.76,0.102,0.0,0.0,,,,0.8,-0.4,0.7,0.9,,0.9,,,0.6,0.8,,,,,0.7,,,0.6,,0.8,0.9,,,,,,,,,,,,,,,,,,0.7,0.9,,0.9,,,0.6,0.8,,,,,0.7,,,0.6,,0.8,0.9,,,,,,,,,,,,
Garret2020,gemma4_31b_it_t035_r01,2020,empirical,5,4,0.76,0.102,0.0,0.0,0.0,0.0,0.8,0.071,0.0,0.0,0.0,0.0,,,,0.6,,0.8,0.7,,0.8,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.7,,0.8,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Greedy2022,gemma4_31b_it_t035_r01,2022,computational,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.4,,0.6,,,,,,,0.5,,
