study_name,agent_,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Attinger2017,hpchai_04,2017.0,empirical,10,12,0.0,0.0,0.52,0.776,-0.08,0.392,-0.35,0.384,-0.1,0.1,-0.367,0.522,,,,,,,,,,,,,,1.0,,0.6,-1.0,,,,1.0,,1.0,,,,0.0,,,-0.2,,-0.6,,,0.6,-0.2,,,,0.0,,,-0.2,-0.2,,,-1.0,,,,,0.0,,,,,,,-0.2,,-1.0,,0.2,,0.2,,,,,0.0,-1.0,-0.6
Bakhtiari2021,hpchai_04,2021.0,computational,10,8,-0.133,0.66,-0.2,0.566,0.2,0.0,-0.28,0.588,-0.4,0.2,-0.2,0.0,,,,,,,0.0,,-1.0,0.6,,,,,0.2,,-1.0,,0.6,,-0.2,-0.6,,,,,,,0.2,,,,0.2,,,,-0.6,,0.2,0.6,,,,,,-1.0,,-0.6,,,,,,-0.2,,-0.6,,,,,,,,,-0.2,,,,,,,
Bastos2012,hpchai_04,2012.0,theoretical,8,10,1.0,0.0,-0.2,0.283,0.1,0.436,-0.15,0.572,0.2,0.8,0.7,0.332,,,,,,1.0,,,,,,,,,,,0.0,,-0.6,,,,0.0,,-0.6,,0.2,,,,0.6,,,,0.2,,,,,,,,0.6,-0.2,-1.0,,0.0,,,,,,,,1.0,,-0.6,,,,,0.2,,,,1.0,,0.6,,1.0,,
Bastos2020,hpchai_04,2020.0,empirical,13,11,-0.08,0.688,0.1,0.714,0.15,0.296,0.05,0.433,-0.4,0.2,0.6,0.438,,-1.0,-0.6,0.0,,,1.0,,0.2,,,,-0.6,,1.0,,,,,,,-0.6,0.6,,0.6,,,-0.2,,,0.2,,,,0.0,,,0.0,,0.6,,,,0.2,,,-0.6,,,,,,,,,,-0.6,,,-0.2,1.0,,1.0,,,,0.6,0.6,-0.2,,,
Bekinschtein2009,hpchai_04,2009.0,empirical,12,8,0.267,0.249,-0.12,0.733,0.65,0.409,0.133,0.66,0.4,0.6,-0.2,0.653,,,0.6,,,,0.0,,0.2,,,,,,-1.0,0.2,,,,0.6,-1.0,0.6,,,,1.0,0.6,,1.0,,,,,0.0,,,,,,0.0,,,1.0,,,-0.6,,,,,,,-0.2,,1.0,,,,,,,-0.2,,,-1.0,,,0.6,,,,
Chao2018,hpchai_04,2018.0,empirical,16,12,0.15,0.76,0.367,0.407,0.4,0.6,0.533,0.411,0.0,0.454,-0.2,0.0,,-1.0,-0.2,1.0,,0.6,0.2,,1.0,0.6,,-1.0,1.0,,0.6,-0.2,,0.6,,,,0.2,,0.0,,,1.0,,,,,,,-0.2,,,,,0.0,0.6,,,,,,1.0,,,,0.0,-0.6,,1.0,-0.2,-0.2,0.0,,,0.0,,,,,-0.2,,,,,-0.2,,,
Friston2010,hpchai_04,2010.0,theoretical,10,7,0.1,0.436,0.6,0.327,0.2,0.566,0.6,0.327,-0.067,0.68,0.0,0.0,-0.6,,0.2,,,,0.6,0.2,,,,,,,0.6,,,,,,1.0,,0.2,,,,,,1.0,,-0.2,,-0.2,,,,,,,,,,1.0,,0.2,0.6,,,,,0.6,,0.2,,,,,,-1.0,,,,,,,,,,0.0,,,
Furutachi2024,hpchai_04,2024.0,empirical,9,11,0.467,0.377,-1.0,0.0,-0.12,0.688,-0.52,0.466,-0.2,0.0,0.04,0.65,,1.0,,0.2,,,,0.2,,,,,,,,,,-1.0,,,,,,,0.2,,,-1.0,1.0,-0.2,,-0.6,,,,,-1.0,,,,,0.2,,,,-1.0,-0.2,-0.6,,,,,,,,,,-0.2,,,,1.0,0.2,-1.0,,0.2,,-0.2,,,,
Garret2020,hpchai_04,2020.0,empirical,14,9,-0.171,0.433,-0.2,0.327,-0.1,0.714,0.333,0.471,0.3,0.173,1.0,0.0,,-0.6,0.0,-0.2,0.6,,,0.2,,-0.6,-0.6,,0.2,,,,,-0.6,,,,,,-0.2,,,,,,,-0.2,,1.0,,-1.0,-0.2,,0.0,1.0,,,,,,,,,0.0,0.2,0.6,0.2,0.2,,,,,,,,,1.0,,,,,,,1.0,,,,
Greedy2022,hpchai_04,2022.0,computational,8,9,-0.2,0.566,-0.333,0.471,-0.3,0.3,-0.267,0.525,0.067,0.68,-0.267,0.249,,,,-1.0,,,0.2,,0.2,,,,,,-1.0,,,,,,0.0,0.0,,,,-0.6,,,,0.0,,,,,,,,0.0,,,0.2,-1.0,,,,,,,,-0.6,,,,-0.2,,1.0,,,,,,,,,-0.6,,,0.0,,-0.2,,
